time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-23T08:18:23.560Z,36.4478333,-117.996,5.08,1.75,ml,16,79,0.06832,0.27,ci,ci39491600,2020-06-23T08:21:57.076Z,"17km SSE of Lone Pine, CA",earthquake,0.58,1.53,0.152,21,automatic,ci,ci
2020-06-23T08:17:56.380Z,33.7065,-116.7596667,16.09,1.59,ml,65,25,0.03821,0.19,ci,ci39491592,2020-06-23T13:38:15.810Z,"5km SW of Idyllwild, CA",earthquake,0.18,0.36,0.225,28,reviewed,ci,ci
2020-06-23T08:16:24.450Z,35.6695,-117.492,9.13,0.77,ml,10,151,0.0863,0.21,ci,ci39491584,2020-06-23T08:19:54.955Z,"14km SW of Searles Valley, CA",earthquake,1.02,1.76,0.146,7,automatic,ci,ci
2020-06-23T08:14:31.710Z,33.6426667,-116.6165,12.56,0.38,ml,10,133,0.0175,0.18,ci,ci39491576,2020-06-23T13:37:20.597Z,"11km NNE of Anza, CA",earthquake,0.65,0.91,0.101,5,reviewed,ci,ci
2020-06-23T08:14:17.820Z,38.0488,-118.7287,7.5,1.8,ml,13,62.93,0.287,0.13,nn,nn00752207,2020-06-23T08:19:39.480Z,"33 km NW of Benton, California",earthquake,,12.8,,,automatic,nn,nn
2020-06-23T08:13:18.080Z,19.2223339080811,-155.408660888672,30.9099998474121,1.99000001,md,48,142,,0.129999995,hv,hv72012471,2020-06-23T08:16:25.610Z,"7 km ENE of P?hala, Hawaii",earthquake,0.64,0.829999983,0.409999996,17,automatic,hv,hv
2020-06-23T08:11:38.720Z,19.1876659393311,-155.507659912109,34.5200004577637,1.85000002,md,46,91,,0.109999999,hv,hv72012466,2020-06-23T08:14:53.670Z,"3 km WSW of P?hala, Hawaii",earthquake,0.62,0.699999988,1.39999998,10,automatic,hv,hv
2020-06-23T08:11:01.720Z,35.6136667,-117.3973333,12.51,0.96,ml,12,133,0.09247,0.21,ci,ci39491568,2020-06-23T08:14:35.437Z,"17km S of Trona, CA",earthquake,0.79,1.49,0.115,10,automatic,ci,ci
2020-06-23T08:09:19.720Z,19.2211666107178,-155.390335083008,30.3299999237061,1.97000003,md,49,152,,0.129999995,hv,hv72012461,2020-06-23T08:12:33.710Z,"9 km ENE of P?hala, Hawaii",earthquake,0.56,0.689999998,1.45000005,14,automatic,hv,hv
2020-06-23T08:07:33.250Z,38.129,-118.0147,1.1,1.5,ml,21,110.53,0.043,0.14,nn,nn00752203,2020-06-23T08:15:59.930Z,"30 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-23T08:05:54.704Z,61.4466,-148.2163,242.5,2.1,ml,,,,0.92,ak,ak02081jue11,2020-06-23T08:13:03.228Z,"37 km E of Knik River, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-06-23T08:05:47.253Z,57.4056,-152.9368,0,1.9,ml,,,,0.22,ak,ak02081judhh,2020-06-23T08:13:02.734Z,"31 km NE of Old Harbor, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-23T08:03:35.530Z,32.9393333,-116.3126667,8.58,1.11,ml,33,71,0.01711,0.2,ci,ci39491560,2020-06-23T08:07:21.377Z,"24km ENE of Pine Valley, CA",earthquake,0.28,0.68,0.154,20,automatic,ci,ci
2020-06-23T08:01:33.403Z,31.5498,-104.1256,6.95,2.7,ml,,55,0.238,0.48,us,us6000ah27,2020-06-23T08:40:03.040Z,"40 km NW of Toyah, Texas",earthquake,0.6,5.1,0.085,62,reviewed,us,us
2020-06-23T07:59:35.220Z,19.2198333740234,-155.40283203125,30.9099998474121,1.95,ml,51,147,,0.129999995,hv,hv72012456,2020-06-23T08:05:09.190Z,"8 km ENE of P?hala, Hawaii",earthquake,0.55,0.649999976,4.55,4,automatic,hv,hv
2020-06-23T07:59:08.210Z,60.99,-150.8028,160.3,3,ml,,,,1.1,ak,ak02081jkgir,2020-06-23T08:10:51.781Z,"9 km NW of Point Possession, Alaska",earthquake,,5.9,,,automatic,ak,ak
2020-06-23T07:57:54.520Z,36.467,-117.994,6.67,1.92,ml,17,172,0.07455,0.26,ci,ci39491552,2020-06-23T08:01:49.343Z,"15km SSE of Lone Pine, CA",earthquake,0.56,1.34,0.157,26,automatic,ci,ci
2020-06-23T07:56:47.740Z,19.1963329315186,-155.510498046875,34.5499992370605,1.72000003,md,41,139,,0.100000001,hv,hv72012451,2020-06-23T07:59:54.550Z,"3 km WSW of P?hala, Hawaii",earthquake,0.86,0.800000012,0.860000014,3,automatic,hv,hv
2020-06-23T07:55:25.910Z,18.8878326416016,-155.679000854492,14.2799997329712,1.74000001,md,34,313,,0.360000014,hv,hv72012446,2020-06-23T07:58:26.490Z,"21 km SSW of Wai?hinu, Hawaii",earthquake,3.02,32.6300011,1.79999995,4,automatic,hv,hv
2020-06-23T07:54:48.430Z,37.9518318,-122.0746689,10.97,1.94,md,29,58,0.08813,0.05,nc,nc73414496,2020-06-23T13:20:16.618Z,"1km WNW of Pleasant Hill, CA",earthquake,0.2,0.41,0.14,22,automatic,nc,nc
2020-06-23T07:53:19.400Z,17.9593,-66.9868,5,1.3,ml,11,200,0.0583,0.13,pr,pr2020175011,2020-06-23T08:22:35.540Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.46,0.37,0,0,reviewed,pr,pr
2020-06-23T07:44:51.060Z,36.455,-117.9848333,6.71,1.81,ml,20,143,0.07833,0.2,ci,ci39491544,2020-06-23T13:38:10.782Z,"16km SSE of Lone Pine, CA",earthquake,0.41,1.14,0.208,25,reviewed,ci,ci
2020-06-23T07:43:28.647Z,0.0565,123.797,102.29,5.9,mww,,22,1.497,0.97,us,us6000ah1z,2020-06-23T09:45:51.368Z,"97 km ESE of Gorontalo, Indonesia",earthquake,6,5.3,0.059,28,reviewed,us,us
2020-06-23T07:42:57.540Z,33.579,-116.8036667,7.22,0.29,ml,17,87,0.03613,0.13,ci,ci39491536,2020-06-23T13:38:12.782Z,"12km WNW of Anza, CA",earthquake,0.37,0.54,0.124,8,reviewed,ci,ci
2020-06-23T07:37:41.420Z,38.0137,-118.1157,0.9,0.7,ml,9,224.31,0.034,0.13,nn,nn00752194,2020-06-23T07:45:57.519Z,"38 km NE of Benton, California",earthquake,,13,,,automatic,nn,nn
2020-06-23T07:35:06.580Z,38.0666656,-118.7463303,2.79,1.95,md,11,193,0.265,0.03,nc,nc73414481,2020-06-23T07:43:02.811Z,"28km SE of Bodie, CA",earthquake,0.7,8.6,0.32,6,automatic,nc,nc
2020-06-23T07:28:21.090Z,38.214,-117.7848,2.5,1.2,ml,13,112.06,0.037,0.02,nn,nn00752189,2020-06-23T07:36:25.404Z,"34 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-23T07:27:47.050Z,38.1712,-117.9808,0.2,0.8,ml,12,97.56,0.027,0.03,nn,nn00752188,2020-06-23T07:36:18.207Z,"26 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-23T07:18:05.010Z,17.9546,-66.9813,6,2.77,md,23,199,0.0646,0.14,pr,pr2020175012,2020-06-23T09:19:32.219Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.4,0.23,0.17,8,reviewed,pr,pr
2020-06-23T07:17:23.270Z,37.9453,-118.0603,7,1.2,ml,9,238.18,0.08,0.09,nn,nn00752186,2020-06-23T07:29:37.827Z,"30 km N of Dyer, Nevada",earthquake,,11,,,automatic,nn,nn
2020-06-23T07:15:43.690Z,36.4693333,-117.9736667,8.38,1.61,ml,16,150,0.09075,0.25,ci,ci39491520,2020-06-23T07:19:26.107Z,"16km SSE of Lone Pine, CA",earthquake,0.55,1.24,0.197,20,automatic,ci,ci
2020-06-23T07:11:22.590Z,38.7856674,-122.7559967,1.58,0.15,md,10,73,0.01522,0.02,nc,nc73414476,2020-06-23T07:41:03.829Z,"1km N of The Geysers, CA",earthquake,0.31,0.94,0.08,2,automatic,nc,nc
2020-06-23T07:09:12.200Z,38.1493,-117.8962,10.4,1.3,ml,14,68.47,0.027,0.14,nn,nn00752180,2020-06-23T07:16:38.715Z,"32 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-23T07:08:42.660Z,17.9536,-66.9763,5,3.18,md,23,199,0.0697,0.16,pr,pr2020175013,2020-06-23T08:53:24.769Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.48,0.31,0.18,19,reviewed,pr,pr
2020-06-23T07:08:14.920Z,35.6921667,-117.5121667,5.77,0.9,ml,17,160,0.1415,0.19,ci,ci39491504,2020-06-23T07:12:06.814Z,"13km SW of Searles Valley, CA",earthquake,0.53,1.96,0.15,9,automatic,ci,ci
2020-06-23T07:08:05.110Z,34.2601667,-116.4321667,1.56,1.85,ml,43,60,0.05161,0.19,ci,ci39491496,2020-06-23T07:12:04.071Z,"16km N of Yucca Valley, CA",earthquake,0.21,0.49,0.115,28,automatic,ci,ci
2020-06-23T07:07:44.000Z,19.1901664733887,-155.514831542969,34.060001373291,2.04,ml,52,75,,0.119999997,hv,hv72012386,2020-06-23T07:13:18.620Z,"4 km WSW of P?hala, Hawaii",earthquake,0.44,0.660000026,3.8,10,automatic,hv,hv
2020-06-23T07:06:57.580Z,35.8705,-117.6933333,2.92,0.14,ml,6,97,0.08474,0.12,ci,ci39491488,2020-06-23T07:10:34.181Z,"21km ESE of Little Lake, CA",earthquake,0.29,0.46,0.046,4,automatic,ci,ci
2020-06-23T07:00:38.253Z,60.8278,-151.6347,73.2,1.3,ml,,,,0.45,ak,ak02081j7uls,2020-06-23T07:05:24.002Z,"24 km NW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-23T06:59:43.520Z,38.1377,-118.005,2.1,0.5,ml,10,141.91,0.031,0.08,nn,nn00752176,2020-06-23T07:05:37.831Z,"29 km SSE of Mina, Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-06-23T06:59:28.790Z,35.9226667,-117.7076667,2.57,1.07,ml,16,59,0.05287,0.11,ci,ci39491480,2020-06-23T07:03:15.304Z,"18km E of Little Lake, CA",earthquake,0.21,0.36,0.189,14,automatic,ci,ci
2020-06-23T06:57:00.710Z,38.8393326,-122.7815018,1.87,0.56,md,8,113,0.005152,0.02,nc,nc73414466,2020-06-23T07:19:04.525Z,"5km WNW of Cobb, CA",earthquake,0.72,1.09,,1,automatic,nc,nc
2020-06-23T06:51:39.550Z,33.223,-116.7418333,9.89,0.41,ml,17,88,0.01921,0.21,ci,ci39491472,2020-06-23T06:55:27.424Z,"3km SE of Lake Henshaw, CA",earthquake,0.43,0.77,0.128,5,automatic,ci,ci
2020-06-23T06:51:20.230Z,38.1595,-118.034,2,1.6,ml,13,144.35,0.02,0.06,nn,nn00752173,2020-06-23T07:01:19.318Z,"26 km SSE of Mina, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-06-23T06:49:52.630Z,19.146333694458,-155.470993041992,32.310001373291,1.99000001,md,41,169,,0.129999995,hv,hv72012366,2020-06-23T06:53:01.140Z,"6 km S of P?hala, Hawaii",earthquake,0.63,0.720000029,0.99000001,3,automatic,hv,hv
2020-06-23T06:48:10.520Z,36.4583321,-117.984169,4.15,3.14,ml,42,73,0.07956,0.22,ci,ci39491464,2020-06-23T06:59:15.690Z,"16km SSE of Lone Pine, CA",earthquake,0.27,0.93,0.179,23,automatic,ci,ci
2020-06-23T06:47:50.580Z,17.9546,-66.8405,15,2.75,md,23,186,0.0438,0.14,pr,pr2020175009,2020-06-23T07:54:55.157Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.6,0.41,0.17,21,reviewed,pr,pr
2020-06-23T06:47:27.010Z,36.4683333,-117.9883333,7.02,1.45,ml,13,171,0.07929,0.24,ci,ci39491456,2020-06-23T06:51:19.950Z,"15km SSE of Lone Pine, CA",earthquake,0.57,1.41,0.132,17,automatic,ci,ci
2020-06-23T06:41:20.470Z,38.8118324,-122.8209991,2.22,0.7,md,22,56,0.007042,0.02,nc,nc73414456,2020-06-23T07:07:03.448Z,"7km NW of The Geysers, CA",earthquake,0.21,0.39,0.15,3,automatic,nc,nc
2020-06-23T06:33:16.030Z,35.5983333,-117.3853333,5.68,1.53,ml,23,73,0.06375,0.21,ci,ci39491448,2020-06-23T06:37:10.864Z,"18km S of Trona, CA",earthquake,0.41,1.12,0.216,19,automatic,ci,ci
2020-06-23T06:31:05.860Z,33.6443333,-116.6226667,11.21,0.54,ml,16,111,0.02258,0.14,ci,ci39491440,2020-06-23T06:34:53.845Z,"11km NNE of Anza, CA",earthquake,0.33,0.52,0.063,16,automatic,ci,ci
2020-06-23T06:24:42.920Z,35.8333333,-117.6763333,10.9,0.77,ml,13,75,0.06642,0.17,ci,ci39491432,2020-06-23T06:28:15.806Z,"24km N of Ridgecrest, CA",earthquake,0.34,0.76,0.106,9,automatic,ci,ci
2020-06-23T06:23:55.010Z,38.1577,-117.9483,12.6,1.3,ml,13,83.77,0.03,0.12,nn,nn00752161,2020-06-23T06:32:19.591Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T06:20:47.020Z,38.8129997,-122.81633,2.95,0.93,md,23,52,0.01085,0.02,nc,nc73414451,2020-06-23T06:56:04.371Z,"6km NW of The Geysers, CA",earthquake,0.24,0.48,0.12,5,automatic,nc,nc
2020-06-23T06:19:35.220Z,33.5163333,-116.446,5.93,0.46,ml,15,152,0.08201,0.17,ci,ci39491424,2020-06-23T06:23:22.761Z,"21km SW of La Quinta, CA",earthquake,0.47,1.58,0.03,7,automatic,ci,ci
2020-06-23T06:16:04.381Z,60.2086,-141.3307,16.9,1.4,ml,,,,1.56,ak,ak02081iprui,2020-06-23T06:28:24.775Z,"116 km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-23T06:11:43.040Z,38.7871666,-122.7669983,1.27,1.1,md,24,78,0.0146,0.06,nc,nc73414446,2020-06-23T06:44:03.290Z,"1km NW of The Geysers, CA",earthquake,0.24,0.38,0.19,6,automatic,nc,nc
2020-06-23T06:09:50.840Z,33.66,-116.6195,11.8,0.16,ml,11,147,0.02541,0.21,ci,ci39491416,2020-06-23T06:13:32.663Z,"13km NNE of Anza, CA",earthquake,0.7,0.93,0.096,4,automatic,ci,ci
2020-06-23T06:08:25.540Z,34.0108333,-116.9866667,13.49,0.96,ml,25,191,0.05417,0.19,ci,ci39491408,2020-06-23T06:12:04.711Z,"6km ESE of Yucaipa, CA",earthquake,0.64,0.62,0.185,27,automatic,ci,ci
2020-06-23T06:05:37.894Z,61.5436,-140.6009,0,1.1,ml,,,,0.4,ak,ak02081inhjx,2020-06-23T06:13:09.078Z,"124 km E of McCarthy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-06-23T05:56:38.710Z,36.4701667,-117.9836667,7.61,1.5,ml,14,172,0.08346,0.2,ci,ci39491392,2020-06-23T13:40:01.790Z,"15km SSE of Lone Pine, CA",earthquake,0.44,1.07,0.204,17,reviewed,ci,ci
2020-06-23T05:56:30.010Z,35.5445,-84.3498333,11.26,1.93,md,9,80,0.1692,0.07,se,se60108023,2020-06-23T12:45:30.520Z,"3 km NNE of Madisonville, Tennessee",earthquake,0.42,1.19,0.15,9,reviewed,se,se
2020-06-23T05:53:47.710Z,36.4696667,-118,6.31,1.4,ml,13,176,0.07114,0.18,ci,ci39491384,2020-06-23T13:40:23.795Z,"14km SSE of Lone Pine, CA",earthquake,0.42,0.82,0.191,14,reviewed,ci,ci
2020-06-23T05:51:12.840Z,38.0633333,-118.742,5.18,1.55,md,25,110,0.2649,0.07,nc,nc73414426,2020-06-23T10:51:06.020Z,"29km SE of Bodie, CA",earthquake,0.33,7.91,0.213,26,reviewed,nc,nc
2020-06-23T05:44:15.810Z,38.4303,-116.5173,13,1.4,ml,10,160.11,1.261,0.13,nn,nn00752152,2020-06-23T05:51:57.267Z,"74 km ENE of Tonopah, Nevada",earthquake,,3.4,,,automatic,nn,nn
2020-06-23T05:41:41.060Z,38.1855,-117.7898,14.1,1.1,ml,11,112.52,0.063,0.03,nn,nn00752151,2020-06-23T05:46:45.650Z,"36 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T05:40:40.290Z,36.4606667,-117.9761667,6.43,1.67,ml,16,145,0.08638,0.2,ci,ci39491376,2020-06-23T13:40:36.796Z,"16km SSE of Lone Pine, CA",earthquake,0.6,1.29,0.212,20,reviewed,ci,ci
2020-06-23T05:30:59.860Z,35.76,-117.4845,2.22,1.01,ml,12,231,0.1074,0.11,ci,ci39491360,2020-06-23T13:40:47.797Z,"7km W of Searles Valley, CA",earthquake,0.58,0.38,0.09,12,reviewed,ci,ci
2020-06-23T05:29:48.820Z,38.0653343,-118.7491684,2.6,1.69,md,9,191,0.2675,0.02,nc,nc73414396,2020-06-23T05:38:03.986Z,"28km SE of Bodie, CA",earthquake,1.24,8.43,0.41,2,automatic,nc,nc
2020-06-23T05:26:47.271Z,-50.9375,-72.1305,10,4.5,mb,,98,0.778,0.63,us,us6000ah0i,2020-06-23T06:52:08.040Z,"67 km S of El Calafate, Argentina",earthquake,5.2,1.3,0.099,30,reviewed,us,us
2020-06-23T05:24:10.840Z,18.0266,-66.7625,15,2.17,md,24,90,0.1276,0.14,pr,pr2020175007,2020-06-23T05:56:49.214Z,"1 km NE of Magas Arriba, Puerto Rico",earthquake,0.35,0.41,0.2,8,reviewed,pr,pr
2020-06-23T05:23:53.210Z,36.4585,-117.992,6.03,2.14,ml,20,146,0.07347,0.18,ci,ci39491352,2020-06-23T05:27:30.434Z,"16km SSE of Lone Pine, CA",earthquake,0.39,0.93,0.124,25,automatic,ci,ci
2020-06-23T05:14:22.648Z,57.5495,-153.2021,5.5,1.2,ml,,,,0.14,ak,ak02081i3y7s,2020-06-23T05:24:07.356Z,"35 km WSW of Womens Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-23T05:08:58.705Z,63.9621,-148.7818,110.8,2,ml,,,,0.46,ak,ak02081i2txj,2020-06-23T05:19:25.618Z,"14 km NE of Healy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-23T05:08:22.636Z,-27.8465,-66.9276,156.73,4.6,mb,,43,2.202,0.81,us,us6000ah03,2020-06-23T07:20:09.040Z,"25 km SE of Londres, Argentina",earthquake,7.5,2.8,0.032,282,reviewed,us,us
2020-06-23T05:07:50.100Z,33.0823333,-116.5841667,9.92,0.71,ml,16,67,0.01132,0.24,ci,ci39491336,2020-06-23T05:11:19.666Z,"2km ENE of Julian, CA",earthquake,0.6,0.87,0.125,9,automatic,ci,ci
2020-06-23T05:04:10.020Z,37.068,-116.2885,0.9,0.8,ml,15,89.72,0.132,0.13,nn,nn00752137,2020-06-23T05:09:18.671Z,"45 km ENE of Beatty, Nevada",earthquake,,11.4,,,automatic,nn,nn
2020-06-23T05:03:09.290Z,17.8721,-66.8586,10,2.96,md,23,220,0.105,0.15,pr,pr2020175005,2020-06-23T05:28:24.973Z,"12 km SSE of Guánica, Puerto Rico",earthquake,0.52,0.76,0.24,21,reviewed,pr,pr
2020-06-23T04:59:00.569Z,69.5297,-144.7622,0,2.7,ml,,,,0.68,ak,ak02081hs0zp,2020-06-23T05:03:59.238Z,"80 km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-06-23T04:58:38.400Z,17.9765,-66.7291,10,2.26,md,23,179,0.1396,0.1,pr,pr2020175006,2020-06-23T05:25:39.144Z,"2 km SSW of Tallaboa, Puerto Rico",earthquake,0.3,0.28,0.22,9,reviewed,pr,pr
2020-06-23T04:55:34.194Z,57.7992,-155.5843,4.4,1.6,ml,,,,0.66,ak,ak02081hrbsp,2020-06-23T05:07:40.618Z,"72 km WNW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-23T04:52:36.560Z,38.1675,-117.8555,9.4,0.8,ml,14,103.21,0.022,0.02,nn,nn00752135,2020-06-23T05:01:58.149Z,"33 km SE of Mina, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-06-23T04:48:17.990Z,35.8083333,-117.6318333,3.83,1.96,ml,26,67,0.02886,0.18,ci,ci39491320,2020-06-23T04:59:06.760Z,"21km WNW of Searles Valley, CA",earthquake,0.25,0.56,0.081,26,automatic,ci,ci
2020-06-23T04:46:33.170Z,38.0678329,-118.7493362,-0.6,2.97,ml,44,77,0.2659,0.13,nc,nc73414356,2020-06-23T09:14:02.227Z,"28km SE of Bodie, CA",earthquake,0.32,9.11,0.362,19,automatic,nc,nc
2020-06-23T04:32:52.840Z,38.1578,-117.8987,10,0.9,ml,10,129.64,0.019,0.09,nn,nn00752127,2020-06-23T04:47:38.013Z,"31 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-23T04:31:53.870Z,39.4106667,-110.2923333,-3.12,1.89,ml,16,203,0.02871,0.18,uu,uu60398177,2020-06-23T13:31:45.013Z,"17 km SSE of Sunnyside, Utah",earthquake,0.82,1.72,0.101,4,reviewed,uu,uu
2020-06-23T04:28:32.480Z,38.1918,-117.9478,9.3,1,ml,17,82.09,0.026,0.17,nn,nn00752124,2020-06-23T04:33:58.478Z,"26 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-06-23T04:28:02.480Z,44.5755,-110.9165,10.02,0.66,md,10,119,0.06521,0.06,uu,uu60398167,2020-06-23T13:11:26.600Z,"17 km ESE of West Yellowstone, Montana",earthquake,0.38,1.01,0.507,8,reviewed,uu,uu
